iteration_num,svm,decision_trees,neural_net
0,0.09523809523809522,0.15,0.15
1,0.21621621621621623,0.1724137931034483,0.20338983050847456
2,0.30769230769230765,0.37209302325581395,0.36363636363636365
3,0.26666666666666666,0.29885057471264365,0.29885057471264365
4,0.39999999999999997,0.25287356321839083,0.24444444444444444
5,0.23076923076923075,0.16129032258064516,0.16129032258064516
6,0.3703703703703704,0.43902439024390244,0.4090909090909091
7,0.25641025641025644,0.22641509433962265,0.22641509433962265
8,0.14285714285714285,0.16,0.16
9,0.058823529411764705,0.14814814814814814,0.14814814814814814
10,0.42105263157894735,0.375,0.375
11,0.26666666666666666,0.17391304347826086,0.14035087719298245
12,0.0,0.0,0.0
13,0.15384615384615383,0.14925373134328357,0.14925373134328357
14,0.09302325581395349,0.09090909090909091,0.09090909090909091
15,0.4000000000000001,0.3829787234042553,0.37499999999999994
16,0.10526315789473684,0.12244897959183672,0.12244897959183672
17,0.3243243243243243,0.36065573770491804,0.36065573770491804
18,0.10256410256410256,0.14814814814814814,0.14035087719298242
19,0.16,0.13043478260869568,0.13043478260869568
20,0.26086956521739135,0.2222222222222222,0.2222222222222222
21,0.3333333333333333,0.21276595744680848,0.21276595744680848
22,0.22727272727272727,0.2941176470588235,0.27397260273972607
23,0.41379310344827586,0.4888888888888889,0.4782608695652174
24,0.2162162162162162,0.16666666666666666,0.16129032258064516
25,0.1764705882352941,0.30769230769230765,0.24242424242424243
26,0.18749999999999997,0.3404255319148936,0.375
27,0.14285714285714288,0.1764705882352941,0.1764705882352941
28,0.21621621621621623,0.28571428571428575,0.27586206896551724
29,0.07407407407407408,0.14814814814814817,0.27118644067796605
